@relation BinaryFileDataset

@attribute a_1 numeric
@attribute a_2 numeric
@attribute a_3 numeric
@attribute a_4 numeric
@attribute a_5 numeric
@attribute a_6 numeric
@attribute a_7 numeric
@attribute a_8 numeric
@attribute a_9 numeric
@attribute a_10 numeric
@attribute a_11 numeric
@attribute a_12 numeric
@attribute a_13 numeric
@attribute a_14 numeric
@attribute a_15 numeric
@attribute klasa {jpg,png,exe,pdf,dll,zip}

@data
4000,5.5761,0.4395,0.0055,0.171,0.176,0,75.854,78.402,87.914,82.312,90.71,69.75,36.134,42.628,dll
4000,7.941617,1.00275,0.00375,0.36425,0.00775,0,125.612,128.206,129.68,129.672,121.81,134.744,132.822,124.946,dll
4000,5.938075,0.591,0.003,0.2805,0.2245,0,87.8,119.506,88.898,107.104,119.478,109.16,83.724,13.658,dll
4000,5.757079,0.37975,0.001,0.27375,0.06775,0,134.602,127.922,128.754,126.288,130.316,131.086,128.222,112.902,dll
4000,6.041774,0.60775,0.0185,0.416,0.04425,0,111.846,116.148,112.534,111.064,91.566,115.176,122.666,111.408,dll
4000,6.025606,0.653,0.0085,0.27275,0.14675,0,92.87,112.908,106.578,103.376,90.078,90.55,110.148,89.186,dll
4000,6.554809,0.61575,0.01225,0.356,0.0595,0,89.398,88.948,94.008,102.376,115.092,121.296,123.61,118.708,dll
4000,6.667668,0.64775,0.0105,0.34175,0.0885,0,100.836,109.83,127.084,133.95,126.386,95.162,98.406,103.428,dll
4000,7.5873,0.81675,0.01275,0.45875,0.00625,0,75.726,124.962,74.014,122.338,98.684,105.092,89.386,99.548,dll
4000,6.110634,0.5975,0.01275,0.33375,0.11825,0,102.642,103.852,103.758,105.79,120.614,115.032,110.226,114.418,dll
4000,6.151735,0.59075,0.01475,0.3555,0.105,0,103.41,110.53,114.222,110.466,119.39,108.186,113.32,116.006,dll
4000,7.588187,0.80475,0.01,0.46725,0.00625,0,102.056,95.766,96.37,104.172,121.152,74.308,120.872,76.072,dll
4000,6.051023,0.6045,0.0055,0.24975,0.15025,0,106.572,96.674,102.468,118.448,101.588,95.352,126.256,125.77,dll
4000,7.658356,0.82975,0.00875,0.46475,0.00575,0,125.246,73.058,123.01,97.174,108.48,90.67,98.33,103.246,dll
4000,7.598883,0.8185,0.01175,0.46,0.0065,0,75.726,124.962,74.014,122.338,103.836,109.25,89.952,99.548,dll
4000,7.593018,0.81775,0.012,0.4655,0.00625,0,75.726,124.962,74.014,122.338,99.196,105.236,89.84,99.206,dll
4000,6.109125,0.61725,0.01175,0.359,0.09,0,107.672,115.046,116.616,110.122,139.24,124.512,116.838,123.308,dll
4000,7.58181,0.8055,0.0095,0.4725,0.006,0,102.056,95.766,96.37,104.172,115.712,73.9,120.872,76.072,dll
4000,6.336551,0.5625,0.00525,0.30375,0.10925,0,107.292,114.834,114.05,110.206,102.476,100.872,101.672,98.002,dll
4000,6.159288,0.5965,0.0175,0.3825,0.08475,0,94.034,89.168,105.542,112.244,105.204,123.89,101.548,111.034,dll
4000,7.53999,0.77175,0.00975,0.4795,0.0055,0,96.622,103.382,94.924,94.88,113.004,77.206,127.444,74.658,dll
4000,6.283582,0.623,0.01025,0.34525,0.13575,0,90.444,98.528,90.76,94.972,87.494,93.566,104.054,89.57,dll
4000,7.572187,0.804,0.01,0.4745,0.006,0,102.056,95.766,96.37,104.172,124.218,72.16,120.872,76.072,dll
4000,6.07339,0.5615,0.0135,0.29,0.126,0,105.34,111.848,95.338,95.316,86.87,108.998,99.566,102.032,dll
4000,7.591076,0.80575,0.0095,0.4665,0.0065,0,102.056,95.766,96.37,104.172,126.34,78.316,120.872,76.072,dll
4000,4.097075,0.3375,0.0805,0.57575,0.3745,0,73.272,68.32,57.568,63.262,69.754,63.284,43.138,22.962,dll
4000,6.270585,0.6215,0.0055,0.29875,0.0735,0,99.022,117.828,109.096,114.592,92.058,108.91,105.14,98.15,dll
4000,7.53999,0.77175,0.00975,0.4795,0.0055,0,96.622,103.382,94.924,94.88,113.004,77.206,127.444,74.658,dll
4000,7.621409,0.827,0.012,0.46525,0.00625,0,118.022,74.438,127.714,72.502,121.494,99.492,107.948,87.182,dll
4000,7.673757,0.73075,0.00925,0.445,0.00725,0,114.836,122.748,88.206,100.458,105.616,88.1,97.544,112.42,dll
4000,6.17885,0.62725,0.0135,0.245,0.13275,0,119.402,103.2,116.084,133.196,104.57,96.94,103.846,115.36,dll
4000,5.387552,0.411,0.01425,0.32975,0.01375,0,120.4,112.998,166.224,112.736,151.708,106.024,117.464,151.586,dll
4000,6.475607,0.646,0.01025,0.3145,0.09575,0,115.678,96.394,99.558,99.778,102.168,83.786,96.3,85.602,dll
4000,4.261385,0.105,0,0.902,0.098,0,70.65,71.9,77.094,76.364,75.448,76.466,76.018,75.85,dll
4000,5.780004,0.5665,0.0065,0.27575,0.0925,0,135.71,99.996,150.93,131.886,115.98,87.282,158.808,117.576,dll
4000,5.377691,0.44675,0.00575,0.25425,0.279,0,111.684,96.646,101.982,98.934,94.708,121.766,37.81,28.35,dll
4000,6.261335,0.701,0.0035,0.2825,0.0955,0,107.408,112.882,133.452,122.114,129.77,143.01,116.248,107.578,dll
4000,7.24526,0.88175,0.011,0.41975,0.04775,0,118.33,112.11,128.268,124.07,114.67,110.074,82.466,125.864,dll
4000,7.63103,0.8275,0.012,0.46,0.00625,0,118.022,74.438,127.714,72.502,121.494,98.342,114.544,88.088,dll
4000,5.899262,0.44775,0.00125,0.45775,0.01775,0,114.174,81.218,25.164,41.424,61.948,76.414,69.168,70.292,dll
4000,7.634021,0.82875,0.0085,0.4655,0.00575,0,96.19,97.036,102.776,118.974,76.14,120.716,76.636,125.95,dll
4000,7.24147,0.72025,0.00275,0.3055,0.178,0,126.624,129.162,125.326,130.198,124.762,129.134,44.002,31.752,dll
4000,4.105465,0.19025,0,0.946,0.054,0,97.484,98.406,95.66,98.112,98.842,99.518,96.132,98.376,dll
4000,5.480957,0.4865,0.0055,0.2595,0.22275,0,58.944,73.344,67.628,60.484,90.984,77.294,90.328,57.412,dll
4000,7.643979,0.829,0.00825,0.46775,0.00525,0,125.246,73.058,123.01,99.178,107.256,90.652,98.33,103.246,dll
4000,5.9397,0.474,0.00325,0.2775,0.11325,0,85.47,92.994,91.318,87.844,91.236,86.088,99.33,81.876,dll
4000,4.361927,0.271,0.0155,0.4205,0.3005,0,50.65,48.03,55.97,63.91,73.166,78.45,82.42,86.9,dll
4000,4.44867,0.238,0.03125,0.34375,0.28325,0,81.85,86.33,90.3,93.76,98.24,101.7,95.98,46.4,dll
4000,7.658822,0.8295,0.0085,0.46125,0.00525,0,125.246,73.058,123.01,99.808,109.914,90.644,98.33,103.246,dll
4000,6.380241,0.57375,0.008,0.31225,0.09025,0,146.84,106.962,124.406,121.216,127.524,113.68,121.414,125.722,dll
4000,7.591587,0.81725,0.01275,0.4575,0.00725,0,75.726,124.962,74.014,122.338,99.142,104.094,89.638,99.548,dll
4000,7.647407,0.82825,0.00925,0.459,0.00575,0,125.246,73.058,123.01,100.086,105.13,90.594,98.39,102.928,dll
4000,7.654867,0.829,0.0085,0.457,0.006,0,125.246,73.058,123.01,100.458,113.286,90.586,98.39,102.928,dll
4000,7.617279,0.827,0.01225,0.46775,0.006,0,118.022,74.438,127.714,72.502,121.494,97.496,108.832,87.798,dll
4000,7.651298,0.829,0.0085,0.45975,0.006,0,125.246,73.058,123.01,99.586,111.58,90.592,98.39,102.928,dll
4000,4.962858,0.426,0.00325,0.2445,0.074,0,204,173.994,83.52,89.362,93.58,103.544,102.796,101.584,dll
4000,7.590049,0.805,0.00925,0.46675,0.00675,0,102.056,95.766,96.37,104.172,125.644,75.61,120.872,76.072,dll
4000,5.79117,0.57125,0.0045,0.20875,0.108,0,104.674,97.956,112.162,129.64,131.502,123.23,136.942,145.936,dll
4000,6.073496,0.50575,0.0045,0.31375,0.12425,0,120.796,114.288,95.574,102.758,97.702,87.856,95.928,93.048,dll
4000,7.591453,0.80575,0.0095,0.466,0.00675,0,102.056,95.766,96.37,104.176,127.03,73.206,120.926,75.964,dll
4000,5.556654,0.54975,0.00375,0.21025,0.23975,0,94.22,80.586,88.154,83.374,78.27,72.456,67.604,63.1,dll
4000,7.65297,0.829,0.00825,0.461,0.00525,0,125.246,73.058,123.01,98.208,112.234,90.692,98.33,103.246,dll
4000,5.812078,0.5215,0.02075,0.37975,0.09275,0,90.57,100.956,111.06,103.602,110.172,101.232,98.644,104.134,dll
4000,6.212034,0.5685,0.00325,0.27475,0.13575,0,81.732,77.34,99.226,80.844,93.522,99.124,101.67,88.006,dll
4000,6.281187,0.64025,0.004,0.28225,0.09425,0,94.852,93.224,98.338,85.966,95.024,92.598,112.442,82.85,dll
4000,7.658139,0.8285,0.00925,0.462,0.00625,0,125.246,73.058,123.01,94.812,109.662,90.626,98.39,102.928,dll
4000,4.738801,0.44,0.00125,0.392,0.06175,0,110.22,103.114,97.764,102.33,109.57,109.96,110.05,99.672,dll
4000,5.633964,0.51375,0.0075,0.324,0.125,0,86.606,80.606,88.51,90.466,88.582,103.478,99.618,95.51,dll
4000,7.599497,0.7985,0.012,0.46875,0.006,0,123.864,88.592,97.336,105.688,91.72,95.644,112.956,78.802,dll
4000,5.979786,0.4225,0.0035,0.35075,0.10825,0,100.474,103.946,101.374,99.582,106.22,104.56,104.228,98.16,dll
4000,7.575795,0.80525,0.0095,0.472,0.007,0,102.056,95.766,96.37,104.172,120.564,74.488,120.872,76.072,dll
4000,5.245255,0.48425,0.006,0.27725,0.10675,0,149.59,129.664,131.956,93.848,132.044,98.398,117.258,122.662,dll
4000,6.286236,0.61475,0.0045,0.27125,0.12125,0,92.978,105.258,103.426,104.414,109.5,100.718,105.95,113.696,dll
4000,3.776156,0.34,0.02825,0.3415,0.534,0,47.784,68.662,77.348,50.324,43.396,21.05,29.242,32.018,dll
4000,7.594039,0.78825,0.01125,0.48075,0.00575,0,98.486,91.45,116.718,72.456,131.172,72.108,120.24,99.126,dll
4000,5.37851,0.437,0.00225,0.322,0.08775,0,109.23,94.536,98.836,104.752,99.422,114.218,99.428,101.65,dll
4000,5.534462,0.4995,0.0055,0.256,0.07575,0,113.414,197.77,204,107.222,89.736,99.172,110.188,91.202,dll
4000,4.689717,0.18825,0,0.8745,0.1255,0,84.238,80.554,84.076,85.722,88.042,86.436,87.128,89.76,dll
4000,7.590531,0.78725,0.01125,0.48275,0.00525,0,88.218,121.026,86.584,110.374,94.236,100.706,91.61,111.83,dll
4000,7.586023,0.81675,0.012,0.45975,0.00675,0,75.726,124.962,74.014,122.338,93.774,103.536,89.9,99.548,dll
4000,7.651721,0.829,0.008,0.466,0.00575,0,125.246,73.058,123.01,99.41,105.106,90.662,98.33,103.246,dll
4000,6.08733,0.5555,0.0035,0.22625,0.15175,0,101.088,116.678,99.34,100.702,114.51,114.358,108.702,107.388,dll
4000,5.975102,0.61375,0.0025,0.26025,0.189,0,111.176,91.292,101.568,87.064,90.416,96.134,91.232,91.256,dll
4000,6.332151,0.56325,0.00125,0.299,0.06475,0,116.354,122.716,126.186,128.904,121.522,119.886,116.666,120.654,dll
4000,7.939852,1.00275,0.001,0.37325,0.0035,0,128.098,129.36,125.206,133.696,119.942,117.79,133.958,123.984,zip
4000,7.95126,1.00275,0.00325,0.38,0.00375,0,125.642,124.742,122.612,128.05,127.66,124.734,127.82,132.22,zip
4000,7.950319,1.00275,0.0035,0.37975,0.00275,0,126.562,126.826,126.83,132.07,127.29,131.268,129.598,126.962,zip
4000,7.945684,1.00275,0.00275,0.3825,0.0035,0,127.184,132.684,126.2,128.022,128.03,122.752,128.686,127.154,zip
4000,7.942589,1.00275,0.00225,0.3735,0.00275,0,125.468,124.124,128.302,130.61,133.508,126.974,132.32,134.784,zip
4000,7.92913,0.99825,0.00275,0.39225,0.0085,0,128.274,126.696,124.34,119.964,132.608,133.432,114.388,136.856,zip
4000,7.761918,0.99575,0.0015,0.32775,0.001,0,150.334,141.064,155.05,146.306,138.878,144.346,157.964,158.196,zip
4000,7.951594,1.00275,0.00425,0.37075,0.004,0,135.404,132.314,127.818,135.5,128.718,131.408,123.094,128.526,zip
4000,7.871933,1.00275,0.0025,0.33025,0.00175,0,140.582,140.576,141.408,149.688,140.854,142.936,141.39,135.666,zip
4000,7.950605,1.00275,0.00325,0.3705,0.00275,0,123.12,134.252,127.126,125.564,127.14,126.016,129.218,131.392,zip
4000,7.939526,1.00275,0.006,0.38375,0.00375,0,126.356,117.088,123.692,119.98,128.148,127.526,123.836,117.984,zip
4000,7.94848,1.00275,0.003,0.37825,0.0045,0,132.904,124.824,123.056,120.256,122.436,131.834,131.18,127.228,zip
4000,7.92371,1.0015,0.00325,0.3625,0.02075,0,124.99,129.03,123.356,127.928,135.556,127.896,123.924,130.174,zip
4000,7.798508,0.92175,0.0045,0.425,0.02825,0,121.92,116.888,117.32,115.364,123.68,117.948,131.188,116.65,zip
4000,7.949881,1.00275,0.00275,0.367,0.00625,0,131.484,122.606,131.584,133.098,130.102,133.874,115.94,150.962,zip
4000,7.952704,1.00275,0.0055,0.3765,0.00275,0,136.276,132.338,121.802,130.448,129.786,122.794,119.794,128.898,zip
4000,7.949681,1.00275,0.003,0.387,0.00825,0,127.358,116.236,129.482,127.432,124.632,125.898,120.658,129.63,zip
4000,7.865458,0.93075,0.003,0.4315,0.0125,0,128.376,116.856,129.35,114.514,130.17,111.598,126.286,115.366,zip
4000,7.952991,1.00275,0.0035,0.36825,0.00175,0,127.796,126.302,136.41,129.74,127.096,135.146,138.76,131.824,zip
4000,7.938519,1.00275,0.004,0.37925,0.0055,0,130.902,135.402,129.05,124.57,138.154,128.134,125.688,125.74,zip
4000,7.953831,1.00275,0.002,0.37925,0.003,0,124.802,128.862,125.056,126.71,136.438,127.906,127.366,120.666,zip
4000,7.945062,1.00275,0.006,0.37325,0.009,0,128.136,130.37,127.466,130.304,125.042,119.63,119.134,128.048,zip
4000,7.917471,1.00275,0.006,0.35275,0.002,0,140.8,136.76,135.99,130.412,143.186,136.76,128.592,122.182,zip
4000,7.922279,1.00275,0.001,0.36775,0.0065,0,133.124,126.98,135.008,124.348,135.544,134.708,130.966,130.578,zip
4000,4.442817,0.5025,0.1595,0.9545,0.0055,0,94.95,89.394,97.798,94.84,92.834,94.612,93.896,95.268,zip
4000,7.959918,1.00275,0.0025,0.3595,0.00175,0,125.966,131.582,128.83,126.92,131.416,134.592,123.928,133.002,zip
4000,4.381384,0.4445,0.18,0.98275,0.0055,0,90.894,90.886,91.288,85,91.718,91.472,92.64,92.56,zip
4000,7.95294,1.00275,0.00375,0.366,0.003,0,143.454,130.87,124.876,127.214,132.15,128.376,135.428,126.15,zip
4000,7.956014,1.00275,0.003,0.36525,0.006,0,125.86,129.282,121.882,129.698,122.486,128.808,125.196,132.03,zip
4000,7.946653,1.00275,0.0035,0.36975,0.00275,0,123.66,125.02,127.15,130.554,137.8,137.25,128.566,130.432,zip
4000,7.917249,0.98675,0.0045,0.40425,0.01425,0,127.572,110.782,123.32,122.934,115.018,122.938,125.876,130.47,zip
4000,7.948552,1.00275,0.00375,0.37225,0.004,0,144.182,135,125.372,130.16,125.848,123.708,131.834,123.412,zip
4000,7.94514,1.00275,0.0045,0.3785,0.00675,0,128.136,123.242,121.842,133.41,129.586,120.698,125.182,130.542,zip
4000,7.943349,1.00275,0.00425,0.36175,0.00275,0,129.126,129.88,132.028,133.286,139.382,135.08,124.196,123.02,zip
4000,7.946695,1.00275,0.0015,0.366,0.00525,0,124.154,128.852,122.826,130.098,126.796,129.098,130.21,122.798,zip
4000,7.95332,1.00275,0.00425,0.371,0.003,0,132.712,131.94,133.692,124.134,132.71,131.028,133.826,131.742,zip
4000,7.939044,1.00275,0.0025,0.374,0.0025,0,132.302,128.48,128.886,121.444,125.744,125.53,125.262,125.752,zip
4000,7.950442,1.00275,0.005,0.371,0.00375,0,126.138,128.108,123.024,128.062,129.848,126.118,131.16,124.106,zip
4000,7.948587,1.00275,0.00375,0.37375,0.00425,0,125.18,126.864,127.898,121.942,127.054,130.598,133.41,126.024,zip
4000,7.947228,1.00275,0.0035,0.373,0.00325,0,122.628,127.29,122.85,124.596,126.534,124.884,120.25,124.446,zip
4000,7.946102,1.00275,0.00225,0.3705,0.004,0,129.226,130.81,130.434,131.134,130.958,126.124,126.47,124.204,zip
4000,7.847854,0.99625,0.001,0.35025,0.00625,0,161.666,151.65,154.136,161.734,136.72,132.528,109.03,120.41,zip
4000,7.943362,1.00275,0.00475,0.36125,0.007,0,119.402,128.298,128.014,125.104,127.414,130.944,128.816,122,zip
4000,7.891695,0.829,0.00175,0.38725,0.01775,0,118.4,130.048,131.17,122.194,125.274,128.746,121.698,124.178,zip
4000,7.90092,0.96475,0.004,0.408,0.01525,0,123.936,133.844,119.036,119.28,125.138,118.622,117.154,128.116,zip
4000,7.943153,1.00275,0.00275,0.36125,0.00275,0,128.064,137.666,139.414,134.774,135.096,135.286,130.858,129.588,zip
4000,7.951934,1.00275,0.002,0.36175,0.005,0,117.954,124.736,129.324,127.134,128.286,127.442,139.034,127.492,zip
4000,7.927645,1.00275,0.005,0.365,0.00675,0,126.312,121.892,119.026,128.136,126.172,126.396,116.618,114.136,zip
4000,7.937119,1.00275,0.00325,0.3955,0.0085,0,126.468,120.968,123.776,127.064,126.122,122.252,118.482,120.516,zip
4000,7.889533,0.949,0.00375,0.4245,0.0125,0,113.638,126.73,136.266,107.306,123.472,123.654,114.548,120.96,zip
4000,7.954922,1.00275,0.0035,0.375,0.00375,0,127.28,129.2,131.77,128.322,137.494,120.708,134.214,125.338,zip
4000,7.942266,1.00275,0.004,0.376,0.00175,0,129.436,128.752,124.774,131.374,126.938,131.522,127.308,124.486,zip
4000,7.921532,1.00275,0.0035,0.361,0.005,0,124.578,125.424,133.584,132.086,132.24,131.54,148.306,126.21,zip
4000,7.946479,1.00275,0.002,0.37075,0.004,0,123.168,129,123.086,127.562,123.68,123.922,135.764,136.694,zip
4000,7.954049,1.00275,0.003,0.37575,0.00275,0,126.438,125.89,125.776,126.988,133.64,132.634,141.342,135.812,zip
4000,7.948098,1.00275,0.004,0.3685,0.005,0,133.788,136.158,138.538,129.412,119.89,124.894,131.288,124.514,zip
4000,7.947183,1.00275,0.0035,0.37175,0.00225,0,126.364,120.344,130.566,132.176,142.854,130.216,121.508,139.12,zip
4000,7.952924,1.00275,0.005,0.3795,0.006,0,125.492,126.168,129.246,131.004,124.482,134.098,124.544,126.79,zip
4000,7.946759,1.00275,0.0035,0.3635,0.0075,0,125.736,128.812,128.384,121.208,131.468,118.224,123.696,128.084,zip
4000,7.945771,1.00275,0.00475,0.381,0.006,0,123.792,129.242,121.026,137.98,126.3,127.896,130.902,122.448,zip
4000,7.949244,1.00275,0.00425,0.38025,0.0025,0,124.012,125.91,125.274,134.232,134.278,133.646,124.882,136.082,zip
4000,7.952233,1.00275,0.00525,0.36775,0.002,0,130.616,120.462,125.516,127.636,122.708,130.328,124.83,138.406,zip
4000,7.945356,1.00275,0.004,0.38075,0.00325,0,131.734,128.212,126.714,121.558,127.152,132.494,119.774,121.034,zip
4000,7.943663,1.00275,0.004,0.38525,0.0035,0,123.872,126.124,122.516,127.418,123.266,121.448,127.748,128.2,zip
4000,7.952827,1.00275,0.00225,0.39125,0.00825,0,121.214,122.92,126.502,128.794,124.138,130.324,127.36,123.896,zip
4000,7.778218,0.9965,0.0125,0.38025,0.01425,0,111.46,112.798,109.402,93.852,100.214,107.024,108.768,104.9,zip
4000,7.947577,1.00275,0.005,0.369,0.00225,0,133.708,143.686,132.894,130.154,123.434,126.212,124.97,131.174,zip
4000,7.943857,1.00275,0.00275,0.35075,0.00325,0,129.13,125.396,136.324,128.784,138.168,137.11,128.456,128.276,zip
4000,7.940624,1.00275,0.003,0.3705,0.00825,0,120.53,129.33,122.708,116.042,124.95,136.59,126.894,122.438,zip
4000,7.944126,1.00275,0.0055,0.39125,0.00975,0,122.656,121.41,123.494,124.55,125.128,120.606,130.042,123.274,zip
4000,7.9087,1.00275,0.002,0.3785,0.002,0,129.642,136.986,124.276,135.692,139.522,134.662,134.73,141.882,zip
4000,7.885131,0.95225,0.0035,0.4225,0.0105,0,124.336,125.42,126.026,130.638,124.968,120.81,131.738,117.67,zip
4000,7.944378,1.00275,0.003,0.3555,0.004,0,130.26,125.536,130.788,132.096,124.684,124.994,133.262,128.85,zip
4000,7.942881,1.00275,0.005,0.3745,0.00325,0,127.14,131.034,120.614,124.692,121.418,122.45,122.95,127.806,zip
4000,7.945237,1.00275,0.00375,0.37375,0.00575,0,128.052,125.376,127.436,112.04,127.804,120.182,129.278,130.668,zip
4000,7.945494,1.00275,0.0025,0.3815,0.00875,0,131.276,123.166,129.55,123.042,127.236,123.506,126.91,125.566,zip
4000,7.951594,1.00275,0.00425,0.37075,0.004,0,135.404,132.314,127.818,135.5,128.718,131.408,123.094,128.526,zip
4000,7.945008,1.00275,0.004,0.375,0.004,0,128.584,132.066,126.946,124.688,125.598,126.81,130.268,127.512,zip
4000,7.936624,1.00275,0.00375,0.359,0.00675,0,123.9,135.554,128.256,126.406,131.014,126.206,131.654,122.568,zip
4000,7.944442,1.00275,0.005,0.396,0.00275,0,129.804,127.266,124.884,122.854,123.61,128.268,128.622,123.354,zip
4000,7.901467,1.00275,0.00175,0.34875,0.00075,0,129.982,137.488,146.706,143.048,141.586,141.524,142.278,136.966,zip
4000,7.856152,0.96525,0.00225,0.38625,0.03675,0,124.906,116.034,121.42,122.506,110.774,116.084,126.61,123.67,zip
4000,7.952737,1.00275,0.00425,0.3775,0.00625,0,124.608,130.196,125.272,130.672,116.682,121.762,124.912,124.398,zip
4000,7.950926,1.00275,0.003,0.38175,0.0025,0,132.042,122.972,131.73,126.84,125.588,126.92,122.646,130.804,zip
4000,7.950402,1.00275,0.00375,0.374,0.00225,0,129.416,127.064,127.626,131.908,136.324,125.078,125.752,133.952,zip
4000,7.945383,1.00275,0.00275,0.35425,0.0045,0,133.594,124.39,145.664,130.776,133.824,126.814,128.634,131.704,zip
4000,7.950056,1.00275,0.004,0.395,0.00575,0,127.276,132.23,125.198,127.368,124.89,123.994,123.8,116.558,zip
4000,7.938109,1.00275,0.0065,0.35175,0.00375,0,138.42,135.136,124.314,142.788,128.32,128.228,126.422,128.566,zip
4000,7.926686,1.00275,0.003,0.363,0.0025,0,129.204,141.562,125.122,127.514,146.508,129.85,140.372,140.14,zip
4000,7.94332,1.00275,0.004,0.37725,0.00225,0,132.648,125.576,127.658,127.232,123.972,132.802,121.69,118.936,zip
4000,7.942433,1.00275,0.004,0.3805,0.00775,0,125.448,131.982,123.568,125.372,124.384,130.016,115.656,124.994,zip
4000,7.901331,1.00275,0.0035,0.38025,0.00275,0,117.294,121.548,112.828,121.36,121.856,115.238,120.752,120.334,zip
4000,7.956113,1.00275,0.00375,0.36425,0.0035,0,129.934,130.876,123.084,121.278,128.862,125.924,126.984,127.38,zip
4000,7.934414,1.00275,0.006,0.35625,0.004,0,123.316,131.456,135.25,133.078,136.748,137.248,127.814,113,zip
4000,7.884934,1.00275,0.0025,0.38075,0.002,0,130.448,129.436,132.516,131.414,131.816,131.06,137.304,123.164,zip
4000,7.920266,0.97375,0.003,0.4035,0.01,0,128.452,123.768,121.922,136.1,119.254,128.246,128.894,117.686,zip
4000,7.930856,1.00275,0.00275,0.34825,0.00375,0,142.56,143.27,130.298,131.786,134.972,135.326,132.27,125.906,zip
4000,7.946172,1.00275,0.004,0.37925,0.008,0,127.78,125.638,131.528,129.154,122.566,122.948,123.56,121.624,zip
4000,7.936925,1.00275,0.0035,0.35525,0.0025,0,128.13,130.392,127.886,122.514,129.296,134.3,142.072,125.604,zip
